Race Name,Athlete Name,Time
Nagoya Women's Marathon,13 MAR 2022,Yuko KUSUNOSE,2:58:22
Nagoya Women's Marathon,13 MAR 2022,Konami USHIODA,2:58:27
Nagoya Women's Marathon,13 MAR 2022,Kazue YOSHIMITSU,2:58:29
Nagoya Women's Marathon,13 MAR 2022,Sachi UOZUMI,2:58:35
Nagoya Women's Marathon,13 MAR 2022,Mariko YUGETA,2:58:40
Nagoya Women's Marathon,13 MAR 2022,Mayumi SUENAGA,2:58:58
Nagoya Women's Marathon,13 MAR 2022,Ryoko TANABE,2:59:00
Nagoya Women's Marathon,13 MAR 2022,Sui OCHI,2:59:38
Nagoya Women's Marathon,13 MAR 2022,Ayumi SHIMOMURA,2:59:43
Nagoya Women's Marathon,13 MAR 2022,Miyuki NINOMIYA,3:00:27
Nagoya Women's Marathon,13 MAR 2022,Ako TAKIGAHIRA,3:00:36
Nagoya Women's Marathon,13 MAR 2022,Yoko MORISHITA,3:00:49
Nagoya Women's Marathon,13 MAR 2022,Yoko HANAOKA,3:00:52
Nagoya Women's Marathon,13 MAR 2022,Kana TAKAHASHI,3:00:58
Nagoya Women's Marathon,13 MAR 2022,Chiho MATOBA,3:00:59
Nagoya Women's Marathon,13 MAR 2022,Ayumi SANO,3:01:43
Nagoya Women's Marathon,13 MAR 2022,Toshiko HAMAMURA,3:01:45
Nagoya Women's Marathon,13 MAR 2022,Mitsue TOMITA,3:01:51
Nagoya Women's Marathon,13 MAR 2022,Maiko TANI,3:01:59
Nagoya Women's Marathon,13 MAR 2022,Isobel BATT-DOYLE,DNF
Nagoya Women's Marathon,13 MAR 2022,Stellah Jepngetich BARSOSIO,DNF
Nagoya Women's Marathon,13 MAR 2022,Yumi YOSHIKAWA,DNF
Nagoya Women's Marathon,13 MAR 2022,Mao UESUGI,DNF
Nagoya Women's Marathon,13 MAR 2022,Dolphine Nyaboke OMARE,DNF
Nagoya Women's Marathon,13 MAR 2022,Charlotte PURDUE,DNF
Nagoya Women's Marathon,13 MAR 2022,Minami YAMANOUCHI,DNS
Nagoya Women's Marathon,13 MAR 2022,Mayu HIRATA,DNF
Nagoya Women's Marathon,13 MAR 2022,Sinead DIVER,DNF
Tokyo Marathon,06 MAR 2022,Eliud KIPCHOGE,2:02:40
Tokyo Marathon,06 MAR 2022,Amos KIPRUTO,2:03:13
Tokyo Marathon,06 MAR 2022,Tamirat TOLA,2:04:14
Tokyo Marathon,06 MAR 2022,Kengo SUZUKI,2:05:28
Tokyo Marathon,06 MAR 2022,Shura KITATA,2:06:12
Tokyo Marathon,06 MAR 2022,Laban Kipngetich KORIR,2:06:37
Tokyo Marathon,06 MAR 2022,Kenya SONOTA,2:07:23
Tokyo Marathon,06 MAR 2022,Shun YUZAWA,2:07:31
Tokyo Marathon,06 MAR 2022,Kento KIKUTANI,2:07:55
Tokyo Marathon,06 MAR 2022,Michael Mugo GITHAE,2:07:55
Tokyo Marathon,06 MAR 2022,Hidekazu HIJIKATA,2:08:02
Tokyo Marathon,06 MAR 2022,Jonathan Kipleting KORIR,2:08:04
Tokyo Marathon,06 MAR 2022,Yuki SATO,2:08:17
Tokyo Marathon,06 MAR 2022,Keisuke HAYASHI,2:08:21
Tokyo Marathon,06 MAR 2022,Kensuke HORIO,2:08:25
Tokyo Marathon,06 MAR 2022,Daiji KAWAI,2:08:31
Tokyo Marathon,06 MAR 2022,Hiroto INOUE,2:08:33
Tokyo Marathon,06 MAR 2022,Toshiki SADAKATA,2:08:33
Tokyo Marathon,06 MAR 2022,Yuta SHIMODA,2:08:35
Tokyo Marathon,06 MAR 2022,Kazuma KUBO,2:08:48
Tokyo Marathon,06 MAR 2022,Akira TOMIYASU,2:08:55
Tokyo Marathon,06 MAR 2022,Naoki KOYAMA,2:08:59
Tokyo Marathon,06 MAR 2022,Shoma HOSOYA,2:09:18
Tokyo Marathon,06 MAR 2022,Yuya YOSHIDA,2:09:20
Tokyo Marathon,06 MAR 2022,Masaya TAGUCHI,2:09:27
Tokyo Marathon,06 MAR 2022,Atsumi ASHIWA,2:09:41
Tokyo Marathon,06 MAR 2022,Junnosuke MATSUO,2:09:48
Tokyo Marathon,06 MAR 2022,Toshihiro KENMOTSU,2:10:29
Tokyo Marathon,06 MAR 2022,Naoya SAKUDA,2:10:43
Tokyo Marathon,06 MAR 2022,Kento OTSU,2:10:45
Tokyo Marathon,06 MAR 2022,Ryota KOMORI,2:10:48
Tokyo Marathon,06 MAR 2022,Daisuke UEKADO,2:10:57
Tokyo Marathon,06 MAR 2022,Kiyohito AKIYAMA,2:10:58
Tokyo Marathon,06 MAR 2022,Ryu TAKAKU,2:11:01
Tokyo Marathon,06 MAR 2022,Asuka TANAKA,2:11:09
Tokyo Marathon,06 MAR 2022,Ryo MATSUMOTO,2:11:23
Tokyo Marathon,06 MAR 2022,Ryoichi MATSUO,2:11:49
Tokyo Marathon,06 MAR 2022,Keita SHITARA,2:12:29
Tokyo Marathon,06 MAR 2022,Shintaro MIYAKAWA,2:12:38
Tokyo Marathon,06 MAR 2022,Chihiro MIYAWAKI,2:12:41
Tokyo Marathon,06 MAR 2022,Manabu YAMADA,2:13:02
Tokyo Marathon,06 MAR 2022,Ryo OSAKI,2:13:19
Tokyo Marathon,06 MAR 2022,Yuki ARIMURA,2:13:30
Tokyo Marathon,06 MAR 2022,Masaki SAKUDA,2:13:34
Tokyo Marathon,06 MAR 2022,Keisuke TANAKA,2:13:41
Tokyo Marathon,06 MAR 2022,Hiromasa KUMAHASHI,2:13:41
Tokyo Marathon,06 MAR 2022,Yuya ASAGA,2:13:41
Tokyo Marathon,06 MAR 2022,Toshinori WATANABE,2:14:01
Tokyo Marathon,06 MAR 2022,Tatsunori HAMASAKI,2:14:13
Tokyo Marathon,06 MAR 2022,Masato KIKUCHI,2:14:58
Tokyo Marathon,06 MAR 2022,Takuma KUMAGAI,2:15:15
Tokyo Marathon,06 MAR 2022,Daniel MUIVA KITONYI,2:15:19
Tokyo Marathon,06 MAR 2022,Takamitsu HASHIMOTO,2:15:29
Tokyo Marathon,06 MAR 2022,Jin YUASA,2:15:33
Tokyo Marathon,06 MAR 2022,Tomoya OGIKUBO,2:15:43
Tokyo Marathon,06 MAR 2022,Daisuke HOSOMORI,2:15:44
Tokyo Marathon,06 MAR 2022,Kei KATANISHI,2:15:53
Tokyo Marathon,06 MAR 2022,Masaki TSUDA,2:15:56
Tokyo Marathon,06 MAR 2022,Tomohiro KAIJO,2:16:13
Tokyo Marathon,06 MAR 2022,Junichi USHIYAMA,2:16:31
Tokyo Marathon,06 MAR 2022,Jumpei YAMAGUCHI,2:16:31
Tokyo Marathon,06 MAR 2022,Yuji SHIBUKAWA,2:16:40
Tokyo Marathon,06 MAR 2022,Yudai NAKAZAWA,2:16:56
Tokyo Marathon,06 MAR 2022,Takuma SHIBATA,2:16:57
Tokyo Marathon,06 MAR 2022,Yasutaka MONDE,2:17:07
Tokyo Marathon,06 MAR 2022,Ryo TSUJIKAWA,2:17:28
Tokyo Marathon,06 MAR 2022,Hiroki KAI,2:17:34
Tokyo Marathon,06 MAR 2022,Keita SEGUCHI,2:17:35
Tokyo Marathon,06 MAR 2022,Shinya SAITO,2:17:49
Tokyo Marathon,06 MAR 2022,Yusuke KODAMA,2:18:09
Tokyo Marathon,06 MAR 2022,Haruki OKAYAMA,2:18:20
Tokyo Marathon,06 MAR 2022,Koji TAKAHASHI,2:18:23
Tokyo Marathon,06 MAR 2022,Kiyohiro WATANABE,2:18:31
Tokyo Marathon,06 MAR 2022,Takuya SAITO,2:18:40
Tokyo Marathon,06 MAR 2022,Taiki YOSHIMURA,2:18:52
Tokyo Marathon,06 MAR 2022,Shusei OHASHI,2:18:55
Tokyo Marathon,06 MAR 2022,Takaki MORI,2:19:13
Tokyo Marathon,06 MAR 2022,Takehiko GYOBA,2:19:18
Tokyo Marathon,06 MAR 2022,Naoki INOUE,2:19:24
Tokyo Marathon,06 MAR 2022,Yoshiki KAWAUCHI,2:19:28
Tokyo Marathon,06 MAR 2022,Sohei MORIKAWA,2:19:37
Tokyo Marathon,06 MAR 2022,Taiyo AKIYAMA,2:19:57
Tokyo Marathon,06 MAR 2022,Toru SOMIYA,2:19:57
Tokyo Marathon,06 MAR 2022,Shunsuke HISAMOTO,2:20:31
Tokyo Marathon,06 MAR 2022,Yuki NAKAMURA,2:20:33
Tokyo Marathon,06 MAR 2022,Tomonori SAKAMOTO,2:21:02
Tokyo Marathon,06 MAR 2022,Takanobu ANDO,2:21:15
Tokyo Marathon,06 MAR 2022,Kentaro TERADA,2:21:52
Tokyo Marathon,06 MAR 2022,Masato TAKAHASHI,2:21:55
Tokyo Marathon,06 MAR 2022,Kenta FUKUMURA,2:22:52
Tokyo Marathon,06 MAR 2022,Taku FUJIMOTO,2:22:54
Tokyo Marathon,06 MAR 2022,Sho MATSUMOTO,2:23:10
Tokyo Marathon,06 MAR 2022,Kinya HASHIRA,2:23:17
Tokyo Marathon,06 MAR 2022,Hiroki YAMADA,2:23:26
Tokyo Marathon,06 MAR 2022,Shun SUGIMOTO,2:24:17
Tokyo Marathon,06 MAR 2022,Takashi MINO,2:24:53
Tokyo Marathon,06 MAR 2022,Kenshi SHIBATA,2:27:13
Tokyo Marathon,06 MAR 2022,Yoshiki KOIZUMI,2:28:22
Tokyo Marathon,06 MAR 2022,Hironao AKIZAWA,2:32:13
Tokyo Marathon,06 MAR 2022,Toshiyuki FUJIMATSU,2:59:25
Tokyo Marathon,06 MAR 2022,Yudai SHIMAZU,DNF
Tokyo Marathon,06 MAR 2022,Fuma NAKAMURA,DNF
Tokyo Marathon,06 MAR 2022,Takashi KONO,DNF
Tokyo Marathon,06 MAR 2022,Philemon Kacheran LOKEDI,DNF
Tokyo Marathon,06 MAR 2022,Felix KIBITOK,DNF
Tokyo Marathon,06 MAR 2022,Yuji IWATA,DNF
Tokyo Marathon,06 MAR 2022,Shinji YOSHIMOTO,DNF
Tokyo Marathon,06 MAR 2022,Mosinet GEREMEW,DNF
Tokyo Marathon,06 MAR 2022,Paul ONYIEGO,DNF
Tokyo Marathon,06 MAR 2022,Kota MURAYAMA,DNF
Tokyo Marathon,06 MAR 2022,Ryouta SATOH,DNF
Tokyo Marathon,06 MAR 2022,Takumi KIYOTANI,DNF
Tokyo Marathon,06 MAR 2022,Noah KIPKEMBOI,DNF
Tokyo Marathon,06 MAR 2022,Masami NAGAKURA,DNF
TCS New York Marathon,07 NOV 2021,Albert KORIR,2:08:22
TCS New York Marathon,07 NOV 2021,Mohamed Reda EL AARABY,2:09:06
TCS New York Marathon,07 NOV 2021,Eyob GHEBREHIWET FANIEL,2:09:52
TCS New York Marathon,07 NOV 2021,Elkanah KIBET,2:11:15
TCS New York Marathon,07 NOV 2021,Abdi NAGEEYE,2:11:39
TCS New York Marathon,07 NOV 2021,Kenenisa BEKELE,2:12:52
TCS New York Marathon,07 NOV 2021,Ben TRUE,2:12:53
TCS New York Marathon,07 NOV 2021,Nathan MARTIN,2:12:57
TCS New York Marathon,07 NOV 2021,Kibiwott KANDIE,2:13:43
TCS New York Marathon,07 NOV 2021,Jared WARD,2:14:06
TCS New York Marathon,07 NOV 2021,Patricio CASTILLO,2:14:11
TCS New York Marathon,07 NOV 2021,John RANERI,2:15:36
TCS New York Marathon,07 NOV 2021,Akira TOMIYASU,2:16:39
TCS New York Marathon,07 NOV 2021,Shadrack KIPTOO BIWOTT,2:16:50
TCS New York Marathon,07 NOV 2021,Thijs NIJHUIS,2:17:25
TCS New York Marathon,07 NOV 2021,Ryan ARCHER,2:18:57
TCS New York Marathon,07 NOV 2021,Augustine Kiprono CHOGE,2:20:53
TCS New York Marathon,07 NOV 2021,Alvaro ABREU MARTIN,2:20:53
TCS New York Marathon,07 NOV 2021,Brian SHRADER,2:21:55
TCS New York Marathon,07 NOV 2021,Teshome MEKONEN,2:22:16
TCS New York Marathon,07 NOV 2021,Kevin LEWIS,2:22:39
TCS New York Marathon,07 NOV 2021,Ben TOOMER,2:23:57
TCS New York Marathon,07 NOV 2021,Urgesa KEDIR,2:27:24
TCS New York Marathon,07 NOV 2021,David FITZMAURICE,2:30:28
TCS New York Marathon,07 NOV 2021,Habtemariam TEMESGEN,DNF
TCS New York Marathon,07 NOV 2021,Birhanu Dare KEMAL,DNF
TCS New York Marathon,07 NOV 2021,Noah DRODDY,DNF
TCS Amsterdam Marathon,17 OCT 2021,Tamirat TOLA,2:03:39
TCS Amsterdam Marathon,17 OCT 2021,Bernard Kiprop KOECH,2:04:09
TCS Amsterdam Marathon,17 OCT 2021,Leul GEBRESILASE,2:04:12
TCS Amsterdam Marathon,17 OCT 2021,Jonathan Kipleting KORIR,2:04:32
TCS Amsterdam Marathon,17 OCT 2021,Hiskel TEWELDE,2:04:35
TCS Amsterdam Marathon,17 OCT 2021,Moses KIBET,2:05:20
TCS Amsterdam Marathon,17 OCT 2021,Afewerki BERHANE,2:05:22
TCS Amsterdam Marathon,17 OCT 2021,Kenneth KETER,2:06:05
TCS Amsterdam Marathon,17 OCT 2021,Bernard Kiprop KIPYEGO,2:06:32
TCS Amsterdam Marathon,17 OCT 2021,Merhawi KESETE,2:06:36
TCS Amsterdam Marathon,17 OCT 2021,Tesfahun AKALNEW,2:06:55
TCS Amsterdam Marathon,17 OCT 2021,Asrar HIYRDEN,2:07:33
TCS Amsterdam Marathon,17 OCT 2021,Aychew BANTIE,2:07:33
TCS Amsterdam Marathon,17 OCT 2021,Workineh TADESE,2:07:42
TCS Amsterdam Marathon,17 OCT 2021,Amedework WALELEGN,2:07:48
TCS Amsterdam Marathon,17 OCT 2021,Mustefa Kedir TEBO,2:07:49
TCS Amsterdam Marathon,17 OCT 2021,Laban Kipngetich KORIR,2:07:56
TCS Amsterdam Marathon,17 OCT 2021,Abrar OSMAN,2:08:07
TCS Amsterdam Marathon,17 OCT 2021,Shumet AKALNEW,2:08:47
TCS Amsterdam Marathon,17 OCT 2021,Shadrack Kimutai KOECH,2:09:04
TCS Amsterdam Marathon,17 OCT 2021,Bukayawe MALEDE,2:09:28
TCS Amsterdam Marathon,17 OCT 2021,Khalid CHOUKOUD,2:10:25
TCS Amsterdam Marathon,17 OCT 2021,Jo FUKUDA,2:12:29
TCS Amsterdam Marathon,17 OCT 2021,Benjamin DE HAAN,2:13:03
TCS Amsterdam Marathon,17 OCT 2021,Ronald SCHRÖER,2:13:52
TCS Amsterdam Marathon,17 OCT 2021,Gáspár CSERE,2:14:34
TCS Amsterdam Marathon,17 OCT 2021,Joris KEPPENS,2:14:51
TCS Amsterdam Marathon,17 OCT 2021,Alexander TORRES,2:16:21
TCS Amsterdam Marathon,17 OCT 2021,Roel WIJMENGA,2:17:21
TCS Amsterdam Marathon,17 OCT 2021,Andreas LOMMER,2:17:42
TCS Amsterdam Marathon,17 OCT 2021,Gianluca ASSORGIA,2:18:46
TCS Amsterdam Marathon,17 OCT 2021,Gerd DEVOS,2:19:11
TCS Amsterdam Marathon,17 OCT 2021,Floris WILLEBOORDSE,2:20:49
TCS Amsterdam Marathon,17 OCT 2021,Joseba DIAZ,2:21:10
TCS Amsterdam Marathon,17 OCT 2021,Max MCNEILL,2:21:22
TCS Amsterdam Marathon,17 OCT 2021,Bartek FALKOWSKI,2:22:44
TCS Amsterdam Marathon,17 OCT 2021,Geart JORRITSMA,2:22:47
TCS Amsterdam Marathon,17 OCT 2021,Simon POULIN,2:22:57
TCS Amsterdam Marathon,17 OCT 2021,Kevin GUERIN,2:25:39
TCS Amsterdam Marathon,17 OCT 2021,Stef SIMONS,2:25:43
TCS Amsterdam Marathon,17 OCT 2021,Ward OOSTERLINCK,2:26:01
TCS Amsterdam Marathon,17 OCT 2021,Andrea ASTOLFI,2:26:01
TCS Amsterdam Marathon,17 OCT 2021,Laurent BIERINKX,2:26:16
TCS Amsterdam Marathon,17 OCT 2021,Vincent POCZEKAJLO,2:26:19
TCS Amsterdam Marathon,17 OCT 2021,Morten STILLING,2:26:21
TCS Amsterdam Marathon,17 OCT 2021,Melvin FRANKEN,2:26:51
TCS Amsterdam Marathon,17 OCT 2021,Ludvik BENCO,2:26:59
TCS Amsterdam Marathon,17 OCT 2021,Tim BOLINK,2:27:07
TCS Amsterdam Marathon,17 OCT 2021,Stephane RAUDIN,2:27:09
TCS Amsterdam Marathon,17 OCT 2021,Mads RANDERIS,2:27:52
TCS Amsterdam Marathon,17 OCT 2021,Hein DE GROOT,2:27:58
TCS Amsterdam Marathon,17 OCT 2021,Nick VAN NIEUWENHUIZEN,2:28:04
TCS Amsterdam Marathon,17 OCT 2021,Alex DA CONCEICAO,2:28:28
TCS Amsterdam Marathon,17 OCT 2021,Guy MAAS,2:28:33
TCS Amsterdam Marathon,17 OCT 2021,Remyo TIELSEMA,2:28:34
TCS Amsterdam Marathon,17 OCT 2021,Jeroen KRAMER,2:29:09
TCS Amsterdam Marathon,17 OCT 2021,Christiaan ERNST,2:29:14
TCS Amsterdam Marathon,17 OCT 2021,Patrick BOEHME,2:29:31
TCS Amsterdam Marathon,17 OCT 2021,Ludwig SCHWARK,2:29:50
TCS Amsterdam Marathon,17 OCT 2021,François CHALUS,2:29:55
TCS Amsterdam Marathon,17 OCT 2021,William TALLERI,2:30:28
TCS Amsterdam Marathon,17 OCT 2021,Imo MULLER,2:30:42
TCS Amsterdam Marathon,17 OCT 2021,David PIÑOL,2:30:44
TCS Amsterdam Marathon,17 OCT 2021,Mark TE BRAKE,2:30:50
TCS Amsterdam Marathon,17 OCT 2021,Sebastian KARL,2:31:31
TCS Amsterdam Marathon,17 OCT 2021,Kasper KOELEMAN,2:31:42
TCS Amsterdam Marathon,17 OCT 2021,Pierre FOUTREIN,2:31:50
TCS Amsterdam Marathon,17 OCT 2021,Dominic BERSEE,2:31:51
TCS Amsterdam Marathon,17 OCT 2021,Jan Willem HAGEN,2:31:52
TCS Amsterdam Marathon,17 OCT 2021,Pascal SCHEPERS,2:31:58
TCS Amsterdam Marathon,17 OCT 2021,Mattis HAUG,2:31:58
TCS Amsterdam Marathon,17 OCT 2021,Petr MURAS,2:31:59
TCS Amsterdam Marathon,17 OCT 2021,Jens BEYERS,2:32:14
TCS Amsterdam Marathon,17 OCT 2021,Bart VAN TRIGT,2:32:20
TCS Amsterdam Marathon,17 OCT 2021,Daniel KOREVAAR,2:32:22
TCS Amsterdam Marathon,17 OCT 2021,Nixon FERNANDES,2:32:24
TCS Amsterdam Marathon,17 OCT 2021,Chen HUANG,2:32:25
TCS Amsterdam Marathon,17 OCT 2021,Joep HARMSEN,2:32:28
TCS Amsterdam Marathon,17 OCT 2021,Martijn DE GROOT,2:33:05
TCS Amsterdam Marathon,17 OCT 2021,David MCNAMARA,2:33:15
TCS Amsterdam Marathon,17 OCT 2021,Johannes PELL,2:33:39
TCS Amsterdam Marathon,17 OCT 2021,Dennis DE KNIJFF,2:34:44
TCS Amsterdam Marathon,17 OCT 2021,Nils WETTERBERG,2:34:51
TCS Amsterdam Marathon,17 OCT 2021,Moritz KEINATH,2:34:54
TCS Amsterdam Marathon,17 OCT 2021,Wouter BERGHUIJS,2:34:56
TCS Amsterdam Marathon,17 OCT 2021,Jim ROTHWEILER,2:35:22
Bank of America Chicago Marathon,10 OCT 2021,Seifu TURA,2:06:12
Bank of America Chicago Marathon,10 OCT 2021,Galen RUPP,2:06:35
Bank of America Chicago Marathon,10 OCT 2021,Eric Kiprono KIPTANUI,2:06:51
Bank of America Chicago Marathon,10 OCT 2021,Kengo SUZUKI,2:08:50
Bank of America Chicago Marathon,10 OCT 2021,Shifera TAMRU,2:09:39
Bank of America Chicago Marathon,10 OCT 2021,Colin MICKOW,2:13:31
Bank of America Chicago Marathon,10 OCT 2021,Nico MONTANEZ,2:13:55
Bank of America Chicago Marathon,10 OCT 2021,Reuben Kiprop KIPYEGO,2:14:24
Bank of America Chicago Marathon,10 OCT 2021,Reed FISCHER,2:14:41
Bank of America Chicago Marathon,10 OCT 2021,Wilkerson GIVEN,2:14:55
Bank of America Chicago Marathon,10 OCT 2021,Zach PANNING,2:15:04
Bank of America Chicago Marathon,10 OCT 2021,Jacob THOMSON,2:15:49
Bank of America Chicago Marathon,10 OCT 2021,Clayton YOUNG,2:16:07
Bank of America Chicago Marathon,10 OCT 2021,Turner WILEY,2:16:51
Bank of America Chicago Marathon,10 OCT 2021,Chris DERRICK,2:18:02
Bank of America Chicago Marathon,10 OCT 2021,Josh IZEWSKI,2:18:49
Bank of America Chicago Marathon,10 OCT 2021,Ian BUTLER,2:20:01
Bank of America Chicago Marathon,10 OCT 2021,Jon PHILLIPS,2:20:11
Bank of America Chicago Marathon,10 OCT 2021,Kevin HAVEL,2:20:40
Bank of America Chicago Marathon,10 OCT 2021,Mike SAYENKO,2:22:15
Bank of America Chicago Marathon,10 OCT 2021,Ben SCHNEIDERMAN,2:22:55
Bank of America Chicago Marathon,10 OCT 2021,Tyler JERMANN,2:23:21
Bank of America Chicago Marathon,10 OCT 2021,Calum NEFF,2:23:47
Bank of America Chicago Marathon,10 OCT 2021,Mitchell AMMONS,2:23:56
Bank of America Chicago Marathon,10 OCT 2021,Zack BEAVIN,2:24:29
Bank of America Chicago Marathon,10 OCT 2021,David O'GARA,2:24:35
Bank of America Chicago Marathon,10 OCT 2021,Oscar MEDINA,2:24:46
Bank of America Chicago Marathon,10 OCT 2021,Brett LUSTGARTEN,2:24:53
Bank of America Chicago Marathon,10 OCT 2021,Chalu DESO,2:24:56
Bank of America Chicago Marathon,10 OCT 2021,Charles REMILLARD,2:25:05
Bank of America Chicago Marathon,10 OCT 2021,Ian LAMERE,2:25:09
Bank of America Chicago Marathon,10 OCT 2021,Alex DILTZ,2:25:38
Bank of America Chicago Marathon,10 OCT 2021,Benjamin Robert KENDELL,2:25:40
Bank of America Chicago Marathon,10 OCT 2021,Ronan O'SHEA,2:25:53
Bank of America Chicago Marathon,10 OCT 2021,Matt HENSLEY,2:26:10
Bank of America Chicago Marathon,10 OCT 2021,Abdisamed ABDI,2:26:54
Bank of America Chicago Marathon,10 OCT 2021,Jason PARKS,2:27:13
Bank of America Chicago Marathon,10 OCT 2021,Scott OLBERDING,2:27:17
Bank of America Chicago Marathon,10 OCT 2021,Chris FYOCK,2:27:53
Bank of America Chicago Marathon,10 OCT 2021,John BINZAK,2:28:08
Bank of America Chicago Marathon,10 OCT 2021,Eric ASHE,2:28:18
Bank of America Chicago Marathon,10 OCT 2021,Kurt ROESER,2:28:35
Bank of America Chicago Marathon,10 OCT 2021,Curtis WEISENBERGER,2:28:45
Bank of America Chicago Marathon,10 OCT 2021,Nick ROSS,2:28:56
Bank of America Chicago Marathon,10 OCT 2021,Gezachew FANTA,2:29:15
Bank of America Chicago Marathon,10 OCT 2021,Dan CRAIGHEAD,2:29:21
Bank of America Chicago Marathon,10 OCT 2021,Joe COWLIN,2:30:12
Bank of America Chicago Marathon,10 OCT 2021,Nathanael WILLIAMS,2:30:13
Bank of America Chicago Marathon,10 OCT 2021,Zachary ORNELAS,2:30:27
Bank of America Chicago Marathon,10 OCT 2021,Cody SEDBROOK,2:31:29
Bank of America Chicago Marathon,10 OCT 2021,Matthew HILLARD,2:31:30
Bank of America Chicago Marathon,10 OCT 2021,David MELLY,2:31:43
Bank of America Chicago Marathon,10 OCT 2021,Ismain HERNANDEZ,2:32:24
Bank of America Chicago Marathon,10 OCT 2021,Matthew DEWALD,2:32:36
Bank of America Chicago Marathon,10 OCT 2021,Peter FALCON,2:32:43
Bank of America Chicago Marathon,10 OCT 2021,Francois LANDRY,2:32:45
Bank of America Chicago Marathon,10 OCT 2021,Zach MILLER,2:32:55
Bank of America Chicago Marathon,10 OCT 2021,Stephen CLEVENGER,2:33:19
Bank of America Chicago Marathon,10 OCT 2021,Alan ASH,2:33:26
Bank of America Chicago Marathon,10 OCT 2021,Brian SCHROY,2:33:46
Bank of America Chicago Marathon,10 OCT 2021,Seth KOLOSSO,2:33:48
Bank of America Chicago Marathon,10 OCT 2021,Jackson LINDQUIST,2:34:24
Bank of America Chicago Marathon,10 OCT 2021,Bryan LINDQUIST,2:34:33
Bank of America Chicago Marathon,10 OCT 2021,Brian HURLEY,2:34:37
Bank of America Chicago Marathon,10 OCT 2021,Michael ZAHARA,2:34:39
Bank of America Chicago Marathon,10 OCT 2021,Michael CASTELLANI,2:34:44
Bank of America Chicago Marathon,10 OCT 2021,Kent SMITH,2:35:01
Bank of America Chicago Marathon,10 OCT 2021,Gonzalo PARRA,2:55:42
Bank of America Chicago Marathon,10 OCT 2021,Dickson CHUMBA,DNF
Bank of America Chicago Marathon,10 OCT 2021,Alan PETERSON,DNF
Bank of America Chicago Marathon,10 OCT 2021,John TELLO ZUNIGA,DNF
Bank of America Chicago Marathon,10 OCT 2021,Wily CANCHANYA,DNF
Bank of America Chicago Marathon,10 OCT 2021,Dan KREMSKE,DNF
Bank of America Chicago Marathon,10 OCT 2021,Emmanuel ROUDOLFF,DNF
Bank of America Chicago Marathon,10 OCT 2021,Ivan Dario GONZALEZ,DNF
Bank of America Chicago Marathon,10 OCT 2021,Abdi Ibrahim ABDO,DNF
Bank of America Chicago Marathon,10 OCT 2021,Fikre BEKELE,DNF
Virgin Money London Marathon,03 OCT 2021,Sisay LEMMA,2:04:01
Virgin Money London Marathon,03 OCT 2021,Vincent KIPCHUMBA,2:04:28
Virgin Money London Marathon,03 OCT 2021,Mosinet GEREMEW,2:04:41
Virgin Money London Marathon,03 OCT 2021,Evans CHEBET,2:05:43
Virgin Money London Marathon,03 OCT 2021,Birhanu LEGESE,2:06:10
Virgin Money London Marathon,03 OCT 2021,Shura KITATA,2:07:51
Virgin Money London Marathon,03 OCT 2021,Philip SESEMANN,2:12:58
Virgin Money London Marathon,03 OCT 2021,Joshua GRIFFITHS,2:13:39
Virgin Money London Marathon,03 OCT 2021,Matthew LEACH,2:15:31
Virgin Money London Marathon,03 OCT 2021,Andrew DAVIES,2:15:36
Virgin Money London Marathon,03 OCT 2021,Jonathan MELLOR,2:16:09
Virgin Money London Marathon,03 OCT 2021,Weynay GHEBRESILASIE,2:16:27
Virgin Money London Marathon,03 OCT 2021,Charlie HULSON,2:17:02
Virgin Money London Marathon,03 OCT 2021,Josh LUNN,2:18:06
Virgin Money London Marathon,03 OCT 2021,Mohamud AADAN,2:18:19
Virgin Money London Marathon,03 OCT 2021,Nicholas TORRY,2:18:39
Virgin Money London Marathon,03 OCT 2021,Doug MUSSON,2:20:28
Virgin Money London Marathon,03 OCT 2021,Jamie CROWE,2:22:48
Virgin Money London Marathon,03 OCT 2021,Tristan WOODFINE,2:23:35
Virgin Money London Marathon,03 OCT 2021,Eoghan TOTTEN,2:26:08
Virgin Money London Marathon,03 OCT 2021,Dan NASH,2:29:12
BMW Berlin Marathon,26 SEP 2021,Guye Idemo ADOLA,2:05:45
BMW Berlin Marathon,26 SEP 2021,Bethwel YEGON,2:06:14
BMW Berlin Marathon,26 SEP 2021,Kenenisa BEKELE,2:06:47
BMW Berlin Marathon,26 SEP 2021,Deme Tadu ABATE,2:08:24
BMW Berlin Marathon,26 SEP 2021,Cosmas Matolo MUTETI,2:08:45
BMW Berlin Marathon,26 SEP 2021,Philemon Kacheran LOKEDI,2:09:29
BMW Berlin Marathon,26 SEP 2021,Okubay TSEGAY,2:10:37
BMW Berlin Marathon,26 SEP 2021,Benard KIMELI,2:10:50
BMW Berlin Marathon,26 SEP 2021,Hidekazu HIJIKATA,2:11:47
BMW Berlin Marathon,26 SEP 2021,Hosea KIPKEMBOI,2:12:25
BMW Berlin Marathon,26 SEP 2021,Gudeta DAMISO,2:12:35
BMW Berlin Marathon,26 SEP 2021,Yimer GETAHUN,2:13:23
BMW Berlin Marathon,26 SEP 2021,Haftom WELDAY,2:13:47
